Text,Sentiment
stock paul tudor jones I watch long entry pki mv mgn h t user,1
mcp . look .,1
user market esearch portfolio ook ba fly wind now~~ come ba,1
nfx look short weak bounce green arrow fade momo turn south   ,-1
gps big time today breakout upper bb st pullback consolidation surprising  ,1
sbx slow steady win race   p cover place concept  ,1
sk stock watch ight   sk fb,1
nfx short target reversal s ma  ,-1
ba sell / early post evening starter gme like setup recent eps act right I add,1
ost m position hurt bad today butt slide wednesday maintain . target,1
amzn nice intraday flag,1
user aap look like week nice rear view mirror,1
dcth nice flag like .,1
g movin .. I scream victory pop . ... patience ...,1
jds watch possible short,-1
tip trippy boss,1
petm possible leg look cover .,-1
aap need strong scared m+ buyer,1
petm short hit nd tgt final tgt . .,-1
isten np crosse .,1
bac breakout base tech analysis .pm,1
I long little payx wait breakout earning march   ,1
bac come push high jpm buy today bac bang buck,1
aap funny listen ppl play mrkt expect play ppl   way,1
aap hold test,-1
admittedly commentary digital medium yahoo yhoo set crash burn  ,-1
aap try bounce,1
bac oups soon expect .. alert ...,1
aap look retest,1
daa launch pad .,1
ebay shoot .,-1
vxy vix till job eport try cas fas bac gs c xiv,-1
user   ask se aap + share,1
user aap breakout imminent   trade pathetic vol .. -seller -good,1
wake I nke   thank,1
shd add short position uptick   ,-1
sto vs ap .,1
   fdx double toppoing   beaish monthy gatey pattern .... time exit ..,-1
  pcn doulble key fib retracement weekly .... time exit ...,-1
cox possible breakout play   ,1
   rodeo clown send bk scream si weekly red zone ... time peel away turn ...,-1
ong daa   . / position,1
user etfc nice movement  ,1
kwk heavily oversell think player rally massively big pop   p xco eca ng,1
short cog xco sd ...   cog far dma think pull dma way overextended imho,-1
amtd nice breakout ... stock I alert subscriber night   ,1
  fdx important maket opeatos cover dow theoist story sell ... gonna helluva fak,-1
user user aap long tc   silent tc wait check load user ;),1
shd   sear look good break morning shd  ,1
aap watch volume today buy high volume sells= low volume,1
user aap divi announce come monday march th come march th year  ,1
aap bull buy k apr c . lay nearly . million premium,1
sk whoa   somebody confidence sk :) da mooooonnnn,1
cog roll ...   think lose today,-1
ctxs rally thesis  ,1
user pc break daily candle resistance,1
bac volume strong bullish high today yesterday -- m,1
hban breakout today  ,1
know squat spt p flack send unsolicited email ask plug graf tout gain shares.- zich biz,-1
user buy day good advice conservative   xco,1
mako nice cup handle pattern ... stock worth imo ...  ,1
record I like high spx es nq ind air I nervous shot pre signal,-1
sd cheap stock entire complex   rid corrupt ceo I think easily stock ng chk,1
astx perfect follow day ...   ,1
"ed monthly triangle csn, ... scale p  ",1
e ng ng_f I think hot summer easily plus ng   ig count   good play xco eca,1
talk headscnbc talk goog~ aap rotation suggest max target strong aap like teetertotter,1
bac tomorrow fly right .,1
user   aap spend day apple yep I eye money ;),1
gmc clean break good volume close near high nicely  ,1
aap I remember time I happy .. dark,1
aap bull buy week morning +,1
"ed daily triangle jva, ... open ong .",1
csn shoe real nice green vol bar   trade heavy tommorrow . monday .,1
sk k block trade I guy,1
sk g skhead,1
mtg close low short .,-1
user aap good look timeframe    I look   different o plan,1
bac happy sell   cent hod   congrat I estaurant tonight happy ong,1
aap find break head lower    ,-1
user aap music service delay maybe buy p waste money proprietary app value imho,1
funny c cash want stock buyback tc silent aap cash,1
"ed weekly triangle jva, .... pdate  ",1
user user p lol vapour ware strong breeze imho,1
kwk note heavy volume lever play ng ng basically loaded option cld stock,1
user cash   aap tc hang cash overseas case sa implode try tax obama pipedream,1
user   open door aap deal china mobile   sad build g te,1
tcamitrader yep eog    ,1
oi xom cpe ig -how price oil venezuela chavez new  ,1
user nonstop bullish remark way non stop bearish way aap probably paper trader w/ real money o,1
gps store loyalty grow sale,1
evc trade heavy volume today look .,1
coh reverse week sma volume close average s line new low ahead price,-1
ddd imo d sector pay sh andt cimt onvo dasty pcp ssys adsk nano tec gen aap goog stock,1
affy volume follow send right . . tomorrow catch run fun,1
geo . need good volume   ,1
dn   watch rebound maybe line  ,1
cspi buying new nano cap folio,1
cwbc   buying new nano cap folio,1
scty day trade . tight stop ease tan pw client create energy home imo year rival dk,1
evi buying new nano cap folio,1
gevo break day sma surge considerably high amidst impressive buying pressure  ,1
schmuck think bearish stock mst short vice versa pro deep research study history zagg,-1
nvda avenue purchase . million share nvidia hold . weighting portfolio  ,1
sk long await short squeeze happen today,-1
biotech ine share price ise   ambs.ob chtp mack pphm,1
bear forget aap trade / share net cash pay . div contrarian bet work trade strong,1
user   aap think pep talk influence market I lose k insight insightful thx,1
axti eleased news watch s today  ,1
nvda et break medium set watch.volume need adx start point  ,1
nvda vw oll oyce new car geneva auto feature tank nvidia  ,1
bac oad mini pullback,1
mako today ...  ,1
mtg look .ish low stop,1
bac gap fill,1
bvsn good start like .,1
today watchlist ong stock mdp avav ka b,1
. hold resistance pi,-1
short goog hedge ong pos,-1
bac oad oad oad boat,1
like long red candle aapl day   think soon,-1
aap hge volume compare recently big bull come resistance,1
I think aapl sub end day   pin I think revisit sure,-1
security software stock fie time high pullback ftnt group set,1
shoot p   .,-1
aap classic testing cause webinar follower I add short position  ,-1
. fib level p dollar roll I happy,-1
user fonr strong buy base fundamental work,1
aap retest probably,-1
user bac ooking ... price I buy wait till head . volume god imo,1
bac rally . till pm -- opex power   come   week dividend buyback,1
mnkd squeezy,1
zillow double year .... raise money charity smart hit user :)   z,1
cover / p   . set / stop,-1
yesterday day long play sfd hold extended play hold .,1
cien short .,-1
hm want high look good multiple timeframe fast mover,1
notable s morning user invn ikely new iphone s  ,1
pcn mini bear flag intraday stay short long stay,-1
"ed monthly triangle csn, .... start close profit",-1
aap look like home vol<k,1
tsa quiet day early session dip  ,1
nkd day wear overbought amazing  ,1
fio break p channel run hardly monitor possible break,1
cmg bounce sma   ,1
ctgx I mean high tight consolidation follow high volume run v bullish  ,1
po upside volume tail little divergence intraday pause  ,1
v frustrating I history I extraordinarily patient winner  ,1
htz divergence creep intraday tap brake long term solid  ,1
asgn clear outset invalidation resolve got test immediately black  ,1
gmx . . tgt,1
user aap lot drip tick today   long tail signal support,1
user aap look ready soon play euro close .. minute bring cash ..,1
af short ap . work high :) stochastic crossover  ,-1
jcom easy look year annual income datum  ,1
bac jpm bac follow,1
sii think I ya .,-1
cien short . cent,-1
user tell bid aap apo nem cf,-1
"ed monthly triangle csn, .... net profit   ,. .  ",-1
gmx close fence,-1
user bac cover short right here>>was good maybe week dividend short,1
user fie great run bo suggestion trail stop target,1
qep volitality expansion getting start onger consolidation large high time ng,1
normal look like set major way g aap,1
user user u rare I unlikely ;-) aap happen stock,1
user gain volume surge little guy ed,1
swing trade quick pick alexion pharmaceutical axn   ,-1
bvsn fence nice short dollar roll possibility target .,-1
bvsn crack book,-1
affy minute shift long partial yesterday . level,1
cat look low recent strength break downside good short,-1
goog look heavy volume dry eal sell pressure come average volume,-1
user surprising quiet gmc stream fabulous performer float short,1
af min second shot ma / crossing   ,-1
user sunday watchlist try b o cyh  ,1
axn reject dma yesterday,-1
I any buy I lower early timestampe ebay trend intact market leadr tke break,1
profit cmg time hero weekend thing fade I revisit like,1
cost nice I stay away special divvy small pos t account,1
ssy ook like buy I week,1
aap bullish technical divergence momentum indicator late- january low aap hit month low     week,1
af engulfing tuesday candle   ,-1
aap bullish technical divergence momentum indicator late- january low aap hit month low week,1
ook intraday today    ,1
buyable reclaim d easy f,1
cox catch eye ight vol pullback day  ,1
gs current fib level support   . bounce today sure luck time test,-1
aughe way bank t account pep thing ride upper bb weekly chrt monster ove I bull mkt,1
jpm bounce fib support level today,-1
mcp look tradeble,1
user aap short stock like apple   kind late risky late ppl like high premium,1
aap   anybody want tip I hear bluestar airline like week ddd research,1
bvsn . ai ai ai,-1
af entire week gap ma daily shoot star weekly  ,-1
user long aap sub b cash . div fyi soon away drop,1
gmx I endorse trade . nice short spy suddenly break lod easily gmx   .,-1
sd think fair shake tom ward board let sec know corruption  ,1
watch deck .,1
ddd   piece d print skull cap  ,1
af min ok note ma fib sit s   ,-1
gmx like magic,-1
I position gmx I point . nice short . target,-1
sw tx gd royalty company gd sv bullish sentiment c copx scco fcx byproduct nini jjn jjc jjp jjm,1
ebay test high today n fail hmary inmin,-1
user mr aap stop hang pool close need fat finger buyer,1
gmx . cent target,-1
short cog hedge nat gas play xco cog trading x+ sale . book chk .x .x respectively,-1
kwk mm share trade far interesting ... short want obviously ... trader action,1
ook breakout v ma   ,1
aap hold current position weekend    ,-1
user user compelling I join .>>ty fill short . glad cog,-1
user aap finishing wave decline    I think error calc incl einhorn pump&dump,1
frothy zone spy raise cash selective hedge ng stock short cog xco kwk sd,-1
ino perspective   ,1
emember zagg sue bunch critic eg defamation ve far response discovery total joke.short,-1
p pay record label . song aap offer . plan service spotify pay . nypost  ,1
pan hard paint week tsa comback I allowance money,1
historically option aap ow day friday high day tuesday fyi non sell today miss pin,1
I worried I short   trend reverse stock d weekly daily macd curl ready squeeze,1
ebay break today low week I fully hedge t position,1
mtw long good company plus wi love wi,1
agco add pull great company large machinery serve hobby farm I expect lot growth couple year,1
zcs doji trendline   ,-1
bac accumulate today   ooke upside lead thursday,1
txn raise q earning revs upper end prev f cast range improve demand chip expect q eps . .,1
key hban flirt major trend break week ong sell key pre mkt fri work high,1
amzn flagging.a clearance flag open door gain test time high  ,1
goog nibble buy goog close gs,1
nkd   great start nd good performer for portfolio  ,1
ddd watch break dt line sto signal macd appear turn  ,1
tsco nice week base consolidation   ooke breakout . good volume  ,1
  cup handle setup   nibble .  ,1
pcn buyable breakout week descend trend line   stop set  ,1
